NEPW100268,273.41736,66.54783,0.2613,1,2
NEPW100269,273.41739,66.6528,0.7351,7,6
NEPW10027,267.78122,65.91977,0,-1,-2
NEPW100270,273.41751,66.74926,0,-1,-2
NEPW100271,273.41794,66.3973,0.1459,1,0
NEPW100273,273.41803,66.61195,0.1964,1,0
NEPW100274,273.41846,66.69437,1.0037,9,10
NEPW100276,273.41855,66.41755,0.1607,1,0
NEPW100277,273.41934,66.75527,0.0984,-1,0
NEPW100278,273.42004,66.65509,0.1594,1,0
NEPW100279,273.42041,66.63593,0.4065,3,4
NEPW100282,273.4213,66.42293,0.9574,9,8
NEPW100283,273.42157,66.5897,1.6872,15,16
NEPW100284,273.42184,66.57442,0.5008,5,4
NEPW100285,273.42188,66.71744,0,-1,-2
NEPW100286,273.42212,66.6613,0.02,-1,0
NEPW100287,273.42273,66.77763,0.02,-1,0
NEPW100288,273.42288,66.50474,0.225,1,2
NEPW100289,273.423,66.51162,1.4128,13,14
NEPW10029,267.78125,67.37686,0.94,9,8
NEPW100290,273.423,66.51803,0.6687,5,6
NEPW100291,273.42322,66.73947,0.124,1,0
NEPW100292,273.42334,66.51611,0.2697,1,2
NEPW100295,273.42389,66.41753,0.5767,5,4
NEPW100296,273.42392,66.74876,1.0791,9,10
NEPW100297,273.42407,66.57136,0.8706,7,8
NEPW100298,273.42416,66.64776,0.02,-1,0
NEPW100299,273.42426,66.58529,0.3174,3,2
NEPW100303,273.42621,66.59661,0.6263,5,6
NEPW100304,273.42627,66.52718,0.4164,3,4
NEPW100305,273.42679,66.58864,0.3508,3,2
NEPW100306,273.42874,66.62228,0,-1,-2
NEPW100307,273.429,66.7673,0.7222,7,6
NEPW100308,273.42941,66.65945,0.1542,1,0
NEPW100309,273.42944,66.54108,0.238,1,2
NEPW10031,267.78146,65.66847,0.02,-1,0
NEPW100310,273.4296,66.62825,0.3175,3,2
NEPW100311,273.42984,66.64845,0.675,5,6
NEPW100312,273.43042,66.63601,0.8663,7,8
NEPW100313,273.43057,66.7485,0.9932,9,8
NEPW100314,273.431,66.4193,1.3419,13,12
NEPW100315,273.43167,66.55209,0.581,5,4
NEPW100316,273.43228,66.74223,0.5476,5,4
NEPW100317,273.43283,66.57248,0.3268,3,2
NEPW100318,273.43292,66.62027,0.2095,1,2
NEPW100319,273.43378,66.72763,0,-1,-2
NEPW10032,267.78146,66.6534,0.728,7,6
NEPW100320,273.43384,66.63129,0.5438,5,4
NEPW100322,273.43567,66.64231,0.6978,5,6
NEPW100324,273.43637,66.5901,0.591,5,4
NEPW100325,273.43692,66.52662,0.02,-1,0
NEPW100326,273.43759,66.58006,0.02,-1,0
NEPW100327,273.43869,66.57142,0.02,-1,0
NEPW100328,273.43924,66.62174,0,-1,-2
NEPW100329,273.44016,66.50143,0.02,-1,0
NEPW10033,267.78168,66.2545,0.755,7,6
NEPW100330,273.44031,66.67216,0.3872,3,2
NEPW100331,273.44086,66.7085,0,-1,-2
NEPW100332,273.44141,66.69965,0.02,-1,0
NEPW100335,273.44315,66.65586,1.1442,11,10
NEPW100337,273.444,66.49294,1.8302,17,18
NEPW100341,273.44614,66.62318,0.7005,7,6
NEPW100342,273.44632,66.51237,1.5832,15,14
NEPW100344,273.44775,66.69236,0.2356,1,2
NEPW100345,273.44836,66.66508,0.9451,9,8
NEPW100346,273.44952,66.61459,0.02,-1,0
NEPW100347,273.45029,66.60848,0.7406,7,6
NEPW100348,273.45068,66.59901,1.2131,11,12
NEPW10035,267.78177,66.31624,0.9791,9,8
NEPW100350,273.45129,66.67356,0.1619,1,0
NEPW100352,273.45181,66.5863,0.5379,5,4
NEPW100358,273.45459,66.63365,0.3426,3,2
NEPW10036,267.7818,66.24759,1.7072,17,16
NEPW100360,273.45721,66.61829,0.6059,5,6
NEPW100361,273.46106,66.61317,0,-1,-2
NEPW10037,267.78198,66.28832,1.9022,19,18
NEPW10038,267.782,65.5312,0,-1,-2
NEPW10039,267.7821,67.07851,0.2699,1,2
NEPW1004,266.92896,66.24597,0.5651,5,4
NEPW10041,267.78214,66.23873,0.3446,3,2
NEPW10042,267.7822,65.92833,0,-1,-2
NEPW10043,267.78232,65.96603,0.2472,1,2
NEPW10044,267.78232,67.26384,1.1315,11,10
NEPW10045,267.78241,66.52045,0.7035,7,6
NEPW10046,267.7825,65.93767,0.4551,3,4
NEPW10047,267.78256,66.83357,0.5814,5,4
NEPW10048,267.78268,67.34959,0.8575,7,8
NEPW10049,267.78271,65.71413,0.4117,3,4
NEPW10050,267.78275,66.44964,0.0647,-1,0
NEPW10051,267.78278,66.33337,0.2413,1,2
NEPW10053,267.78302,67.1576,0.674,5,6
NEPW10054,267.78311,66.57832,0.7403,7,6
NEPW10055,267.78314,65.63292,0.9241,9,8
NEPW10056,267.78323,67.07041,0,-1,-2
NEPW10057,267.78333,66.38741,0.6722,5,6
NEPW10058,267.78342,65.58756,0,-1,-2
NEPW10059,267.78351,65.81448,0.4218,3,4
NEPW10060,267.78351,66.61642,0.7925,7,6
NEPW10061,267.78363,65.90356,0.482,3,4
NEPW10062,267.78366,67.37424,0.02,-1,0
NEPW10063,267.78378,65.94296,0.4716,3,4
NEPW10064,267.78384,66.167,0.1265,1,0
NEPW10065,267.78391,65.76573,0.0136,-1,0
NEPW10066,267.784,65.63174,0.6907,5,6
NEPW10067,267.78409,66.47554,0.6064,5,6
NEPW10068,267.78424,67.29562,1.216,11,12
NEPW10069,267.7843,67.32974,0.3436,3,2
NEPW10070,267.7843,66.31603,0.8546,7,8
NEPW10071,267.78433,66.31605,0.6834,5,6
NEPW10072,267.78445,65.82726,0.7668,7,6
NEPW10073,267.78458,66.46719,0,-1,-2
NEPW10074,267.78461,65.5634,2.1782,21,20
NEPW10075,267.78467,66.3418,0.4728,3,4
NEPW10077,267.78479,66.62325,0.0825,-1,0
NEPW10078,267.78494,67.32068,0.1908,1,0
NEPW10079,267.78497,67.14917,0.9029,9,8
NEPW10080,267.785,66.55463,0.4342,3,4
NEPW10081,267.78503,67.34056,0.337,3,2
NEPW10083,267.78513,65.91438,2.1433,21,20
NEPW10084,267.78516,67.269,0.3102,3,2
NEPW10085,267.78525,66.83102,0.1979,1,0
NEPW10086,267.78525,66.21819,0.7698,7,6
NEPW10087,267.78534,65.67558,0.0988,-1,0
NEPW10089,267.78568,66.99114,0.1776,1,0
NEPW1009,266.93033,66.32244,0.3275,3,2
NEPW10090,267.7857,66.65861,0.7432,7,6
NEPW10091,267.78571,66.25052,1.1074,11,10
NEPW10092,267.78592,66.25757,1.0042,9,10
NEPW10093,267.78598,66.35693,0.7155,7,6
NEPW10094,267.786,65.57289,0,-1,-2
NEPW10095,267.78601,66.65856,0.7662,7,6
NEPW10096,267.78607,65.66069,1.8413,17,18
NEPW10097,267.78616,66.98308,0.4134,3,4
NEPW10098,267.78635,66.64433,0.3013,3,2
NEPW10099,267.78644,66.09927,0.7048,7,6
NEPW101,266.66797,66.5012,0.871,7,8
NEPW10100,267.7865,65.55618,0.4735,3,4
NEPW10101,267.78656,65.66819,0.02,-1,0
NEPW10103,267.78702,67.26788,0.02,-1,0
NEPW10105,267.78714,65.69377,0.02,-1,0
NEPW10106,267.78726,66.61385,0.1038,1,0
NEPW10108,267.78745,65.70186,0.48,3,4
NEPW10109,267.78745,65.5929,0.6242,5,6
NEPW10110,267.7875,65.87204,1.4813,13,14
NEPW10111,267.78751,66.10819,0.4313,3,4
NEPW10112,267.78766,65.55074,1.7033,17,16
NEPW10113,267.78775,66.54691,0.02,-1,0
NEPW10114,267.78778,66.6818,0.2478,1,2
NEPW10115,267.78787,65.73849,0,-1,-2
NEPW10116,267.78787,66.11093,0.3245,3,2
NEPW10117,267.78796,67.37066,0.1429,1,0
NEPW10118,267.78799,66.16747,0.1174,1,0
NEPW10119,267.78812,67.18863,0,-1,-2
NEPW1012,266.9306,66.44562,0,-1,-2
NEPW10120,267.78812,67.10158,0.9433,9,8
NEPW10123,267.7883,65.76756,0.7461,7,6
NEPW10125,267.78836,67.25067,0.9153,9,8
NEPW10126,267.78848,66.19826,0.02,-1,0
NEPW10127,267.78854,66.00239,0.02,-1,0
NEPW10128,267.78854,66.41051,0.571,5,4
NEPW10129,267.78864,67.28456,0.1912,1,0
NEPW1013,266.93063,66.2868,0.6844,5,6
NEPW10130,267.78867,65.90955,0.8454,7,8
NEPW10131,267.78873,66.37606,0.086,-1,0
NEPW10132,267.78879,65.8625,0.4555,3,4
NEPW10133,267.78879,66.298,0.2626,1,2
NEPW10134,267.78885,67.05096,0.9297,9,8
NEPW10135,267.78885,67.13772,0.9115,9,8
NEPW10136,267.78885,67.19222,1.0579,9,10
NEPW10138,267.78894,66.07562,1.581,15,14
NEPW10139,267.78903,67.02389,0.6384,5,6
NEPW1014,266.93079,66.30659,1.1578,11,10
NEPW10140,267.78909,65.63457,1.0017,9,10
NEPW10141,267.78912,65.87091,0,-1,-2
NEPW10142,267.78912,66.93019,0.8115,7,8
NEPW10143,267.78931,66.33814,0.2124,1,2
NEPW10144,267.78937,65.93565,0.8353,7,8
NEPW10145,267.78937,67.24339,0.3563,3,2
NEPW10147,267.78952,66.38021,0,-1,-2
NEPW10149,267.78955,66.31302,0.0826,-1,0
NEPW10150,267.78955,66.82596,0.1633,1,0
NEPW10151,267.78955,65.91675,0,-1,-2
NEPW10152,267.78961,66.1441,0.4303,3,4
NEPW10153,267.78967,66.68484,0.02,-1,0
NEPW10154,267.78967,66.36216,0.3866,3,2
NEPW10155,267.78973,65.58202,0.0514,-1,0
NEPW10156,267.78976,67.23177,0.6761,5,6
NEPW10157,267.78995,65.88369,0,-1,-2
NEPW10158,267.79004,67.00602,0.1563,1,0
NEPW10159,267.79007,65.87832,0.02,-1,0
NEPW1016,266.93127,66.26025,0.44,3,4
NEPW10160,267.79016,66.51244,0.3351,3,2
NEPW10161,267.79034,67.21527,0.8498,7,8
NEPW10163,267.79056,66.30058,1.2511,11,12
NEPW10164,267.79056,66.64792,0.9259,9,8
NEPW10165,267.79059,66.21686,0.3614,3,2
NEPW10166,267.79065,66.48264,0.6181,5,6
NEPW10167,267.79074,66.98691,0.02,-1,0
NEPW10168,267.79095,66.00929,1.1575,11,10
NEPW1017,266.93176,66.41449,0.6376,5,6
NEPW10170,267.79105,65.95689,0,-1,-2
NEPW10171,267.79108,65.99982,0.2631,1,2
NEPW10172,267.79111,66.90125,0.9431,9,8
NEPW10173,267.79117,65.71857,0.3943,3,2
NEPW10174,267.7912,66.02722,0.0816,-1,0
NEPW10175,267.79138,66.9576,0.809,7,8
NEPW10176,267.79141,66.58295,0.9029,9,8
NEPW10177,267.79144,66.10632,0.9278,9,8
NEPW10178,267.79153,66.43513,0.5976,5,4
NEPW10179,267.79178,66.40067,0.0889,-1,0
NEPW10180,267.79178,67.2822,0.6369,5,6
NEPW10181,267.79184,66.59035,0.7736,7,6
NEPW10183,267.79193,66.22337,0,-1,-2
NEPW10184,267.79196,67.117,0.1514,1,0
NEPW10185,267.79196,66.98901,0.3376,3,2
NEPW10186,267.792,65.63311,0,-1,-2
NEPW10187,267.79205,66.15292,0.1198,1,0
NEPW10188,267.79211,65.53739,0.1551,1,0
NEPW10189,267.79214,65.58963,0.5725,5,4
NEPW10190,267.79218,66.72808,0.3794,3,2
NEPW10191,267.79224,66.89024,1.1988,11,10
NEPW10192,267.7924,66.59545,1.2,11,10
NEPW10193,267.79242,66.12298,3.01,29,30
NEPW10194,267.79248,66.01642,1.5583,15,14
NEPW10195,267.79251,66.31403,0.7099,7,6
NEPW10196,267.7926,67.32605,0.3123,3,2
NEPW10197,267.79263,67.23702,0.3957,3,2
NEPW10198,267.79266,67.07714,0.4404,3,4
NEPW10199,267.79294,67.31383,0.1588,1,0
NEPW1020,266.93228,66.52765,0.02,-1,0
NEPW10200,267.793,66.48952,0.1005,1,0
NEPW10201,267.79315,66.20725,0.2721,1,2
NEPW10202,267.79318,66.59534,1.6664,15,16
NEPW10203,267.79333,66.61551,0.02,-1,0
NEPW10204,267.7934,67.37416,0.0647,-1,0
NEPW10205,267.79355,65.76863,0.825,7,8
NEPW10206,267.79361,66.87804,0,-1,-2
NEPW10207,267.7937,67.26042,0,-1,-2
NEPW10208,267.79388,66.44984,0.02,-1,0
NEPW10209,267.79388,66.0821,0.5323,5,4
NEPW1021,266.9325,66.34734,0.4891,3,4
NEPW10210,267.79398,66.58772,0.4204,3,4
NEPW10211,267.79401,66.56982,0.6711,5,6
NEPW10212,267.79407,67.38094,0.8995,7,8
NEPW10213,267.79413,66.38514,1.0704,9,10
NEPW10214,267.79422,65.67265,0.7598,7,6
NEPW10217,267.79434,65.59962,0.4744,3,4
NEPW10219,267.79453,67.30905,0.02,-1,0
NEPW1022,266.93253,66.31514,0.4754,3,4
NEPW10220,267.79459,66.60223,0.3682,3,2
NEPW10222,267.79465,65.86742,0.2528,1,2
NEPW10223,267.79477,66.33739,1.1761,11,10
NEPW10224,267.79489,66.88595,0,-1,-2
NEPW10225,267.795,66.94436,1.2807,11,12
NEPW10227,267.79504,66.74628,0.3733,3,2
NEPW10228,267.79514,66.36447,0.8189,7,8
NEPW10229,267.79517,65.84081,0,-1,-2
NEPW10230,267.79517,67.01031,0.4082,3,4
NEPW10231,267.79523,65.79817,0.2268,1,2
NEPW10232,267.79532,66.18208,0.02,-1,0
NEPW10233,267.79535,66.2298,0.7961,7,6
NEPW10234,267.7955,66.54554,0.0958,-1,0
NEPW10235,267.79556,67.14712,1.6233,15,16
NEPW10236,267.79562,67.34937,0.4031,3,4
NEPW10237,267.79565,66.17747,0.7536,7,6
NEPW10238,267.79568,66.99876,0.9,7,8
NEPW10239,267.79575,66.07595,0.6732,5,6
NEPW1024,266.93295,66.38737,1.1576,11,10
NEPW10240,267.79587,67.01583,0.2524,1,2
NEPW10241,267.7959,66.34533,0.8761,7,8
NEPW10242,267.79596,66.28997,0,-1,-2
NEPW10243,267.796,67.3622,0,-1,-2
NEPW10244,267.79602,67.08051,0.1477,1,0
NEPW10245,267.79605,66.89795,0.298,1,2
NEPW10246,267.79617,66.03706,0.3515,3,2
NEPW10247,267.79626,67.25573,0,-1,-2
NEPW10248,267.79636,67.25051,0.5521,5,4
NEPW10249,267.79645,66.40762,0.6711,5,6
NEPW10251,267.79654,66.70434,0.2981,1,2
NEPW10252,267.79657,66.02666,0.5487,5,4
NEPW10253,267.79678,67.16471,0.7225,7,6
NEPW10254,267.79681,66.62648,0.4858,3,4
NEPW10255,267.79681,66.96645,0.5387,5,4
NEPW10256,267.79688,66.30881,1.0224,9,10
NEPW10257,267.79694,66.56258,0.03,-1,0
NEPW10258,267.79694,67.22892,0.4473,3,4
NEPW10259,267.79709,66.52428,0.02,-1,0
NEPW1026,266.93311,66.26929,0,-1,-2
NEPW10260,267.79721,66.95374,0.8503,7,8
NEPW10261,267.79724,67.17303,0.3664,3,2
NEPW10262,267.79745,65.85449,0.02,-1,0
NEPW10263,267.79758,66.27663,1.7739,17,16
NEPW10264,267.7977,65.74673,0,-1,-2
NEPW10265,267.79788,66.35286,0.6587,5,6
NEPW10266,267.79791,65.76032,1.0391,9,10
NEPW10267,267.79794,66.70034,0.1913,1,0
NEPW10268,267.79825,65.70075,0.7987,7,6
NEPW10269,267.79834,66.84037,0.97,9,8
NEPW10270,267.79834,66.8723,0.5436,5,4
NEPW10271,267.7984,66.51564,0.02,-1,0
NEPW10272,267.7984,66.9049,1.0898,9,10
NEPW10273,267.79846,65.71651,0.97,9,8
NEPW10274,267.79852,65.70264,0.7024,7,6
NEPW10275,267.79858,66.30399,0.4107,3,4
NEPW10276,267.7988,67.231,0.8823,7,8
NEPW10277,267.79886,67.33549,0,-1,-2
NEPW10278,267.79889,66.98431,2.762,27,26
NEPW1028,266.93341,66.47387,0.6342,5,6
NEPW10281,267.79901,66.91866,0.4592,3,4
NEPW10282,267.79904,65.79776,0.02,-1,0
NEPW10283,267.79907,66.83474,0.598,5,4
NEPW10284,267.79913,66.657,0.3091,3,2
NEPW10285,267.79919,66.09089,0.02,-1,0
NEPW10286,267.79926,66.14091,1.179,11,10
NEPW10287,267.79929,67.14959,0.584,5,4
NEPW10288,267.79929,66.20967,0.3953,3,2
NEPW10289,267.79935,66.69198,0.3178,3,2
NEPW1029,266.93387,66.32999,1.3777,13,12
NEPW10290,267.7995,67.23909,0.3205,3,2
NEPW10291,267.79962,66.56055,0.5358,5,4
NEPW10292,267.79974,66.34225,0.02,-1,0
NEPW10294,267.80011,66.99528,0.4714,3,4
NEPW10295,267.8002,66.38367,1.1539,11,10
NEPW10296,267.80026,67.11539,0.9459,9,8
NEPW10297,267.80035,65.69061,0.1413,1,0
NEPW10298,267.80038,66.21309,0.2623,1,2
NEPW10299,267.80048,65.77399,0.02,-1,0
NEPW103,266.66858,66.59972,0.3527,3,2
NEPW1030,266.93411,66.52217,0.2489,1,2
NEPW10300,267.80048,66.89487,1.1017,11,10
NEPW10301,267.8006,67.09856,0.7536,7,6
NEPW10302,267.80066,66.86755,1.3738,13,12
