266.66705,66.49005,0.3118
266.92871,66.53197,0.02
267.7796,66.43983,0.1467
273.34604,66.78221,0.3021
273.34647,66.67826,0
273.34695,66.74612,0
273.34695,66.39777,0.2924
273.34702,66.56078,0.6728
273.34705,66.35849,0
273.3472,66.5511,0.2391
273.34744,66.40191,0.6537
267.7796,66.32452,1.0916
273.3483,66.59763,0.8169
273.3483,66.73649,0.5817
273.34854,66.58936,0.7821
273.34888,66.68139,1.0964
273.34894,66.76137,0.7767
273.35013,66.38068,0.8154
273.35043,66.78362,0.5678
267.77975,66.34745,0.2954
273.35077,66.32124,0.5337
273.3515,66.39505,0.5622
273.35168,66.42706,0.547
273.35184,66.63766,0.459
273.35193,66.56893,0.3373
273.35223,66.3321,0.02
273.35269,66.69381,0.117
267.77979,66.81953,0.6274
273.35394,66.51744,0.1751
273.35489,66.7822,0.7614
273.35492,66.30582,0.2431
273.3551,66.44346,0.3963
273.35544,66.62951,0.136
273.35547,66.6989,0.8099
273.3558,66.36,0
267.77985,67.05865,0.5247
273.35605,66.29855,0.5861
273.35608,66.73492,0.7584
273.35632,66.57544,1.9007
273.35641,66.52557,0.9475
273.35663,66.37786,0.552
273.35666,66.3623,0.5454
273.35678,66.67794,0.4062
273.3569,66.37321,0.7081
267.77997,66.72698,0.7302
273.35699,66.72808,0.7724
273.3576,66.44684,0.5205
273.35837,66.54818,1.6023
273.35886,66.35143,0.7269
273.35895,66.66349,1.3442
273.35898,66.5611,0.9523
267.78,65.58707,0.5373
273.35916,66.74423,0
273.35922,66.53857,0.4226
273.35931,66.3755,0.8601
273.35944,66.72324,0
273.35992,66.30569,0.205
273.35992,66.40048,0.0978
273.36002,66.43835,0.0396
273.3605,66.48266,1.0522
267.78009,66.17629,0.5182
273.36154,66.32886,0.1567
273.36172,66.78287,0.1918
273.36206,66.58022,1.0462
273.36237,66.42853,0.02
273.36295,66.58579,0.659
273.36322,66.72654,0.5824
273.36322,66.43822,0.7331
273.36346,66.70741,0.02
267.78009,66.26392,0
273.36356,66.73837,0.5351
273.36484,66.5145,0.3191
273.36514,66.31741,0.8583
273.36517,66.68764,0.02
273.36533,66.35455,0.2064
273.36554,66.55204,0
273.36584,66.33515,0.5338
267.78012,66.54889,0.02
273.36584,66.71667,0.4094
273.366,66.33925,0.7515
273.36603,66.66277,1.0669
273.36615,66.78016,1.0393
273.36771,66.67609,0.02
273.36823,66.61858,0.9637
266.92877,66.51559,0.096
267.78018,67.10999,0.4254
273.36874,66.73995,1.2262
273.36887,66.40833,0.6025
273.36902,66.59505,0
273.36902,66.66695,0.9248
273.36905,66.58572,0.7055
273.36929,66.42108,1.3474
273.36932,66.75204,0.02
267.78018,66.41739,0.3047
273.37018,66.42603,0.1508
273.37067,66.78214,1.2827
273.3707,66.39511,0.1471
273.37195,66.59194,1.0885
273.37198,66.7159,0.02
273.37262,66.65269,0.4564
273.37271,66.701,0.2965
267.7803,66.67344,0.4702
273.3728,66.63295,0
273.37314,66.66492,1.0041
273.37326,66.67288,0.02
273.37329,66.55807,0.3416
267.7803,66.23059,0.4469
273.3735,66.57296,0.6052
273.37442,66.706,0
273.37454,66.38826,1.0796
273.37476,66.65778,1.7903
273.3761,66.39061,0.8183
273.37668,66.74821,0.0842
273.37726,66.36638,0.5791
273.37732,66.43915,0.02
267.78033,66.86347,1.063
273.3775,66.78298,0.02
273.37766,66.6012,0
273.3783,66.43269,1.6605
273.37875,66.56221,0.2221
267.78046,66.81693,0.9632
273.37909,66.60435,0.1399
273.37912,66.66225,0.3297
273.37936,66.78091,0
273.37946,66.67024,0.1484
273.37958,66.60906,0.3484
273.3815,66.69435,0.0456
273.38272,66.4454,0.2771
273.38275,66.55119,0
273.38333,66.64032,0.7785
273.3837,66.69666,0.0848
273.38412,66.75632,0.7484
273.38419,66.62218,0.4279
273.38431,66.56285,0.3208
267.78061,66.27268,0.2668
273.38574,66.72058,0
273.38654,66.61362,0.9609
273.38715,66.75294,0.02
273.38721,66.68776,0.8387
273.38721,66.5069,1.7788
273.38733,66.59317,0.5442
273.38739,66.41618,0
267.78064,66.30647,0.4363
273.38742,66.7803,0.9186
273.38818,66.42849,0.6999
273.38864,66.70839,0.1147
273.38898,66.58462,0.5573
273.39117,66.44067,1.9321
273.39151,66.55981,0.4504
273.39243,66.67964,1.6235
273.39246,66.63351,0
273.39273,66.38007,0
